3.8456315813570384e-04,-1.4928726281780683e-03,2.5683728383620516e-05,-4.3993111539048025e-03,-6.8222981498545473e-03,-1.2208502607876799e+00,-3.8349653406620675e-05,-1.8506463931445695e-05,-1.2553263604361431e-03,6.7492868373964226e-04,6.1179449266799031e-04,-5.0816802193630729e-04,-4.1433810954186022e-04,-1.2626367771169007e-03,3.4895235236543016e-04,-3.6230945908310620e-05
-9.3110785865720873e-04,4.3512998299975120e-03,-1.7366816941867189e-03,2.0777852493231164e-02,-1.2468106362881304e+00,6.8757306503087453e-03,-1.5139567968890986e-04,5.3675002971936402e-04,4.1209936342326680e-03,-1.5202451143980298e-03,-1.6193915597504268e-03,1.6687239593793032e-03,1.3669601541446460e-03,3.6088072405846853e-03,-1.1635401579504745e-03,-4.4964108876319092e-05
-1.6498093812490884e-03,8.1211543025007365e-03,-9.3703582130612393e-03,-1.2746941826010583e+00,-2.1109781467352491e-02,4.6790698836544796e-03,9.8916640640838054e-05,6.5310641925316634e-04,8.2590344418221918e-03,-2.5788213456517856e-03,-3.3981928968139421e-03,3.0914986911305406e-03,3.3673256309937625e-03,6.6254122613673217e-03,-2.3394157194416799e-03,-8.9921540536634988e-06
-1.5317056424990209e-04,1.0560845137063228e-03,1.2849550950182169e+00,-9.3882114055384887e-03,-1.9324894749856189e-03,6.7137955271857823e-05,-1.2155556592963606e-05,1.3546382046189336e-04,1.1910189748021085e-03,-1.4994823236936670e-04,-5.1023740429552531e-04,5.7394402878453330e-04,4.4708698142406893e-04,1.0465298651152703e-03,-5.1087952559693099e-04,3.8241636807343633e-06
-5.8720000382210568e-04,3.9926638515838785e-03,5.5184625739675022e-04,-3.0676268505676800e-03,-1.7637081293280839e-03,5.5284977155745671e-04,7.1843303945824750e-05,7.2690193707484997e-04,1.2162467248366169e-02,-8.6678957852336363e-04,-2.4227544112179300e-03,-1.3419516565062173e+00,9.4970545914505860e-03,3.8003448600599965e-03,-7.5039977591983035e-04,-1.8897624948113545e-05
7.4788774974599557e-04,-4.8819734218649782e-03,-4.1760350603926849e-04,3.3590997379560213e-03,1.4390994895687888e-03,-4.4696284984764491e-04,-3.0262919081076913e-05,-4.8967512618234177e-04,-2.0604699219344175e-02,1.1009213577425239e-03,4.0768201359172133e-03,9.3097585453643349e-03,1.3482724271023878e+00,-3.9257464572299379e-03,1.8767086260438040e-03,-7.6235786864988021e-05
-2.1850447076435151e-03,1.7783271524210238e-02,1.1664588726497140e-03,-8.5644939739643444e-03,-4.5294619042356519e-03,1.4170607014004214e-03,-5.1933863948204831e-04,5.5599923790703035e-03,-1.3586592497308070e+00,-3.1590735142695637e-03,-1.3922919431189036e-02,-1.2303334595174645e-02,-2.0486939038515690e-02,1.4400083014377167e-02,-7.4110589017260028e-03,5.4524923522786174e-05
1.6583597018598168e-04,-2.7108858075562386e-03,-1.3873705511900311e-04,6.9396352106353382e-04,6.0134537637965789e-04,-2.5104994715458845e-05,2.7037815701451531e-04,1.3742759738970738e+00,5.5072030747943118e-03,2.9173686146128291e-04,2.3997197656766760e-03,7.7502137477838810e-04,5.4894991795867193e-04,-2.6574483679429042e-03,1.0249172739203128e-03,3.3900114095439650e-05
1.4043859252355563e-03,-1.4981602505278968e-02,-5.0930459895164580e-04,3.5819131095566115e-03,1.8071998521584825e-03,-6.9729072375135945e-04,-7.8543448204983134e-05,2.2900095043751558e-03,1.3658260337205857e-02,2.1405424259865000e-03,-1.3786812249432656e+00,2.5523151271011736e-03,4.2499994506113208e-03,-1.0271695640814146e-02,9.1800127813513946e-03,-5.4349499313822769e-05
9.0382818794079375e-04,-1.6045912996991818e-02,-5.2069333372548705e-04,2.4407962990450009e-03,1.2819283196090373e-03,-3.9299246881112750e-04,9.0824020867985897e-05,9.6410264551657259e-04,7.2731358719656048e-03,1.3369523159147384e-03,-8.8919784982880359e-03,7.8288075703553594e-04,1.9641823015994534e-03,-1.1805267495536379e-02,-1.3887209150664372e+00,-6.5902034787997305e-05
4.7306008878179491e-03,1.3944583901435799e+00,-9.3162479995759543e-04,7.8416278648176484e-03,4.4389960511472459e-03,-1.5569225080113416e-03,-3.8552087988917322e-04,2.2854174026047287e-03,1.5961428569227366e-02,6.7604984173764218e-03,-1.3389956935195979e-02,3.7086559479968485e-03,4.6578305837707739e-03,-2.1888746998499534e-01,-1.4043656449034410e-02,2.1127552590514169e-05
5.9806936053169698e-03,2.1925242394236982e-01,-1.2789659838705458e-03,8.7736663879794483e-03,5.0446925346613256e-03,-1.8025676868570941e-03,1.4926999628615473e-05,3.0889108457445103e-03,1.7711267593412145e-02,8.4179251247594126e-03,-1.2658517659712683e-02,4.8126643010237991e-03,5.1308146636264030e-03,1.4008088462710493e+00,-1.4222377403361840e-02,1.6705500794826432e-05
-4.2449960694763479e-04,4.0784531954111633e-04,1.4662431850622067e-05,1.1760664450397570e-04,-1.7708523381772853e-04,-4.6132098420651496e-05,1.4754651258000950e+00,-2.8714673070968368e-04,-5.5937313388713179e-04,-5.3860468092295976e-04,-9.4380043608560665e-05,7.5574192353445880e-05,2.5959911234882892e-05,-6.7253336869184431e-05,8.9155451536176636e-05,2.4655018799575232e-04
-1.5079735355485175e+00,5.7999707432853445e-03,-1.7462302124720850e-04,1.9893574358366174e-03,1.1857232726051605e-03,-4.9653547463374918e-04,-4.2829893561375490e-04,1.9153084486451640e-04,2.5051810963202560e-03,1.6551956584245391e-02,-1.5839978101171547e-03,7.0773285413038348e-04,8.9280414299663577e-04,5.3506819401221628e-03,-1.0481802801814706e-03,-2.1998821019941095e-05
-1.6732523417444214e-02,8.5902861408202729e-03,-1.7366748588122711e-04,3.2206191086537840e-03,2.0018098770748206e-03,-8.9982487508272354e-04,-5.6459712878593809e-04,3.4610113627183081e-04,3.7607781957336816e-03,-1.5315657569363945e+00,-2.5015607100734166e-03,1.0831190181778713e-03,1.3630914480732585e-03,7.8059722662800488e-03,-1.6046884704295898e-03,-6.9129655022492066e-05
3.1748070125079051e-05,3.7722411894497780e-05,6.6489735811463901e-06,1.2817869131936396e-05,7.6340176825839904e-05,6.2510223742558521e-05,3.5370880260819296e-04,5.2349101388143910e-05,-8.4488052715943191e-05,9.4946760146910500e-05,8.2715353051418202e-05,2.8020029580243189e-05,-1.2151276566029402e-04,2.1412720894967389e-05,9.8942670226855842e-05,-2.1166146532371894e+00
